record_id,user_id,user_name,region,subscription_type,movie_id,title,genre,type,watch_time_minutes,duration_minutes,watch_date,rating,device,status
10442,U513,Rohan Singh,Canada,Free,M291,Bridgerton,Adventure,Movie,31,34,2025-08-22,1,Mobile,Completed
10443,U702,Neha Verma,UK,Standard,M218,The Witcher,Comedy,Movie,116,131,2025-09-14,5,Laptop,Incomplete
10444,U329,Isabella Thomas,Canada,Premium,M284,The Crown,Comedy,Movie,56,80,2025-10-23,2,Laptop,Incomplete
10445,U840,Ella Turner,USA,Standard,M506,Peaky Blinders,Fantasy,TV Show,32,56,2025-09-30,4,Smart TV,Incomplete
10446,U451,Meera Kapoor,India,Premium,M335,Dark,Crime,Movie,90,166,2025-08-31,2,Laptop,Incomplete
10447,U269,Arjun Mehra,USA,Standard,M524,House of the Dragon,Fantasy,Movie,20,28,2025-08-10,5,Laptop,Incomplete
10448,U360,Isabella Thomas,Japan,Free,M878,The Flash,Drama,TV Show,24,48,2025-08-23,4,Mobile,Incomplete
10449,U135,Emma Johnson,UK,Premium,M274,Peaky Blinders,Romance,TV Show,26,31,2025-09-19,2,Mobile,Incomplete
10450,U553,Mia Patel,Japan,Standard,M296,Spider-Man: No Way Home,Sci-Fi,TV Show,45,48,2025-10-04,3,Smart TV,Completed
10451,U596,Saanvi Jain,India,Standard,M965,The Witcher,Crime,Movie,34,44,2025-08-30,3,Mobile,Incomplete
10452,U526,Ethan Davis,UAE,Standard,M190,Narcos,Drama,Movie,41,74,2025-10-12,2,Smart TV,Incomplete
10453,U168,Arnav Joshi,India,Standard,M135,Black Mirror,Drama,Movie,85,100,2025-10-23,2,Mobile,Incomplete
10454,U589,Ella Turner,India,Premium,M176,Black Mirror,Fantasy,TV Show,33,52,2025-08-28,2,Laptop,Incomplete
10455,U336,Aarav Gupta,Japan,Standard,M109,Friends,Sci-Fi,Movie,58,86,2025-08-04,5,Tablet,Incomplete
10456,U294,Lily Martin,Australia,Free,M456,The Witcher,Comedy,Movie,43,52,2025-10-17,5,Tablet,Incomplete
10457,U206,Raj Sharma,Australia,Free,M924,The Crown,Sci-Fi,TV Show,21,37,2025-09-13,2,Smart TV,Incomplete
10458,U525,Lily Martin,UAE,Free,M887,The 100,Drama,TV Show,24,36,2025-09-15,3,Smart TV,Incomplete
10459,U322,Ethan Davis,UAE,Standard,M329,Squid Game,Comedy,Movie,105,122,2025-09-09,5,Tablet,Incomplete
10460,U300,Neha Verma,Canada,Free,M309,Interstellar,Sci-Fi,Movie,26,32,2025-10-12,4,Laptop,Incomplete
10461,U226,Arnav Joshi,UAE,Standard,M450,Mirzapur,Thriller,Movie,32,40,2025-10-28,1,Smart TV,Incomplete
10462,U362,Ethan Davis,Australia,Standard,M539,Inception,Fantasy,TV Show,29,58,2025-09-17,3,Mobile,Incomplete
10463,U447,Ella Turner,UAE,Premium,M958,House of the Dragon,Drama,TV Show,21,42,2025-09-07,5,Smart TV,Incomplete
10464,U547,Aisha Khan,India,Free,M781,Squid Game,Thriller,TV Show,17,24,2025-09-12,5,Laptop,Incomplete
10465,U595,Aarav Gupta,Japan,Free,M483,Mirzapur,Action,TV Show,12,23,2025-10-18,2,Tablet,Incomplete
10466,U514,Diya Reddy,Australia,Standard,M853,Avatar,Sci-Fi,Movie,32,50,2025-09-08,5,Laptop,Incomplete
10467,U104,Lily Martin,USA,Premium,M386,Interstellar,Fantasy,Movie,65,108,2025-09-28,1,Tablet,Incomplete
10468,U762,David Wilson,Australia,Premium,M603,Extraction,Thriller,Movie,147,158,2025-10-26,3,Smart TV,Completed
10469,U562,Meera Kapoor,UK,Standard,M987,Squid Game,Crime,TV Show,34,34,2025-10-25,5,Smart TV,Completed
10470,U823,Aisha Khan,Australia,Standard,M716,Vikings,Fantasy,Movie,49,74,2025-09-06,4,Laptop,Incomplete
10471,U713,Charlotte Adams,Australia,Free,M860,Mirzapur,Crime,TV Show,37,40,2025-09-02,3,Smart TV,Completed
10472,U702,Charlotte Adams,Australia,Free,M579,Narcos,Fantasy,TV Show,22,45,2025-08-09,5,Laptop,Incomplete
10473,U614,Harshit Tiwari,UK,Free,M739,Loki,Romance,Movie,77,84,2025-09-02,3,Tablet,Completed
10474,U118,Lily Martin,India,Free,M233,Dark,Action,TV Show,25,32,2025-09-19,4,Tablet,Incomplete
10475,U512,Benjamin Scott,Canada,Standard,M126,Dark,Action,TV Show,19,21,2025-08-26,4,Tablet,Completed
10476,U351,Meera Kapoor,Australia,Free,M438,Black Mirror,Action,TV Show,46,53,2025-10-24,4,Smart TV,Incomplete
10477,U436,Emma Johnson,USA,Premium,M298,House of the Dragon,Action,Movie,112,122,2025-09-05,1,Tablet,Completed
10478,U623,Diya Reddy,Japan,Premium,M721,The Witcher,Sci-Fi,Movie,31,32,2025-08-07,2,Smart TV,Completed
10479,U691,Benjamin Scott,UK,Free,M790,Extraction,Thriller,TV Show,31,56,2025-10-27,4,Laptop,Incomplete
10480,U394,Lily Martin,USA,Premium,M538,Interstellar,Sci-Fi,Movie,129,150,2025-08-29,4,Smart TV,Incomplete
10481,U180,Lily Martin,Canada,Standard,M342,Game of Thrones,Comedy,TV Show,42,48,2025-08-29,2,Laptop,Incomplete
10482,U506,Yash Garg,India,Free,M174,Inception,Crime,Movie,26,33,2025-08-22,3,Laptop,Incomplete
10483,U792,Arnav Joshi,Canada,Standard,M611,Vikings,Comedy,Movie,64,118,2025-08-22,4,Tablet,Incomplete
10484,U429,Neha Verma,UK,Free,M215,Wednesday,Thriller,TV Show,19,22,2025-10-27,5,Laptop,Incomplete
10485,U496,Priya Nair,India,Free,M201,Jawan,Sci-Fi,Movie,70,138,2025-09-16,4,Tablet,Incomplete
10486,U425,Isabella Thomas,Japan,Premium,M577,Sacred Games,Crime,TV Show,18,28,2025-10-13,4,Laptop,Incomplete
10487,U759,Harshit Tiwari,Canada,Standard,M421,Sacred Games,Thriller,TV Show,36,59,2025-10-28,3,Tablet,Incomplete
10488,U272,Saanvi Jain,UAE,Standard,M411,Avatar,Fantasy,Movie,27,53,2025-09-24,1,Smart TV,Incomplete
10489,U294,Oliver Brown,Canada,Premium,M323,Wednesday,Drama,Movie,30,35,2025-08-11,5,Smart TV,Incomplete
10490,U116,Charlotte Adams,Canada,Standard,M867,Avatar,Thriller,Movie,81,117,2025-08-20,5,Tablet,Incomplete
10491,U262,Aisha Khan,India,Standard,M138,The 100,Sci-Fi,Movie,79,83,2025-08-22,3,Tablet,Completed
10492,U819,Benjamin Scott,Canada,Free,M552,Black Mirror,Fantasy,Movie,68,127,2025-09-28,4,Smart TV,Incomplete
10493,U173,Mia Patel,Japan,Standard,M299,Stranger Things,Adventure,Movie,91,161,2025-09-02,1,Mobile,Incomplete
10494,U830,Priya Nair,Australia,Free,M690,Black Mirror,Drama,TV Show,31,45,2025-08-03,4,Mobile,Incomplete
10495,U155,Lucas Green,UK,Premium,M160,Bridgerton,Romance,TV Show,31,37,2025-08-25,3,Mobile,Incomplete
10496,U761,Raj Sharma,India,Premium,M680,Avatar,Drama,Movie,145,176,2025-08-11,4,Laptop,Incomplete
10497,U702,Yash Garg,Canada,Standard,M597,Avatar,Drama,Movie,34,38,2025-08-11,2,Tablet,Incomplete
10498,U402,Aisha Khan,Japan,Premium,M194,Cobra Kai,Crime,TV Show,45,60,2025-09-26,1,Tablet,Incomplete
10499,U492,Mia Patel,India,Free,M266,Stranger Things,Crime,Movie,95,131,2025-08-01,4,Laptop,Incomplete
10500,U816,Charlotte Adams,India,Premium,M936,Squid Game,Comedy,Movie,66,112,2025-08-13,2,Mobile,Incomplete
10501,U274,Rohan Singh,Australia,Premium,M494,The Mandalorian,Thriller,Movie,55,77,2025-09-07,5,Tablet,Incomplete
10502,U755,Meera Kapoor,UK,Standard,M947,Game of Thrones,Romance,Movie,75,112,2025-08-07,4,Laptop,Incomplete
10503,U638,Charlotte Adams,UK,Premium,M315,The 100,Crime,TV Show,15,23,2025-08-03,4,Mobile,Incomplete
10504,U545,Aisha Khan,India,Standard,M295,Reacher,Adventure,Movie,140,144,2025-08-01,5,Tablet,Completed
10505,U762,Isabella Thomas,USA,Standard,M375,Dark,Romance,Movie,98,115,2025-08-24,5,Smart TV,Incomplete
10506,U629,Rohan Singh,UAE,Standard,M722,Bridgerton,Action,TV Show,41,44,2025-08-20,3,Laptop,Completed
10507,U257,Diya Reddy,UK,Free,M808,Game of Thrones,Fantasy,Movie,93,107,2025-09-19,2,Tablet,Incomplete
10508,U445,Noah Clark,UK,Free,M358,Avatar,Crime,TV Show,54,56,2025-09-19,4,Mobile,Completed
10509,U776,Priya Nair,USA,Premium,M869,The Flash,Thriller,TV Show,26,38,2025-10-06,1,Smart TV,Incomplete
10510,U171,Saanvi Jain,Japan,Standard,M629,The Boys,Action,TV Show,34,49,2025-08-26,5,Laptop,Incomplete
10511,U912,Sarah Lee,Japan,Premium,M530,Wednesday,Romance,Movie,97,146,2025-10-12,5,Laptop,Incomplete
10512,U380,Aisha Khan,UK,Standard,M562,Lucifer,Romance,Movie,78,135,2025-09-16,3,Tablet,Incomplete
10513,U393,Aarav Gupta,Australia,Free,M434,Avatar,Crime,TV Show,20,20,2025-08-13,4,Smart TV,Completed
10514,U982,Ella Turner,UK,Standard,M231,Vikings,Fantasy,Movie,130,157,2025-09-01,2,Tablet,Incomplete
10515,U485,Harshit Tiwari,USA,Standard,M727,Avatar,Sci-Fi,TV Show,26,35,2025-08-23,4,Smart TV,Incomplete
10516,U560,Ella Turner,Canada,Standard,M961,Game of Thrones,Sci-Fi,Movie,69,113,2025-09-13,1,Mobile,Incomplete
10517,U833,Lily Martin,Australia,Standard,M738,The Boys,Crime,TV Show,48,59,2025-09-10,2,Smart TV,Incomplete
10518,U883,Jack Anderson,India,Free,M689,Extraction,Action,Movie,81,94,2025-08-13,1,Smart TV,Incomplete
10519,U555,Lily Martin,UK,Free,M889,Dune,Comedy,Movie,55,62,2025-10-15,3,Mobile,Incomplete
10520,U360,Sarah Lee,Canada,Standard,M644,Interstellar,Thriller,TV Show,15,22,2025-09-14,4,Smart TV,Incomplete
10521,U223,Sophia Hall,India,Premium,M693,Dune,Thriller,TV Show,16,30,2025-10-18,4,Tablet,Incomplete
10522,U623,Aarav Gupta,Canada,Standard,M983,Wednesday,Comedy,TV Show,14,26,2025-08-05,1,Tablet,Incomplete
10523,U353,Mia Patel,UAE,Standard,M514,Narcos,Drama,Movie,33,46,2025-09-15,1,Mobile,Incomplete
10524,U449,Emma Johnson,Australia,Standard,M975,The Witcher,Thriller,TV Show,37,44,2025-10-09,2,Smart TV,Incomplete
10525,U253,Ethan Davis,Australia,Standard,M919,Stranger Things,Thriller,Movie,85,98,2025-08-01,5,Tablet,Incomplete
10526,U621,Yash Garg,Japan,Premium,M870,Jawan,Sci-Fi,TV Show,20,37,2025-09-23,5,Smart TV,Incomplete
10527,U359,Harshit Tiwari,Japan,Premium,M636,The Office,Fantasy,Movie,126,138,2025-09-01,2,Tablet,Completed
10528,U559,Meera Kapoor,Japan,Standard,M767,The Witcher,Crime,Movie,121,155,2025-10-18,5,Tablet,Incomplete
10529,U702,Ella Turner,USA,Standard,M845,Bridgerton,Drama,Movie,81,111,2025-08-17,3,Mobile,Incomplete
10530,U975,David Wilson,Australia,Premium,M904,Money Heist,Comedy,TV Show,38,57,2025-08-03,1,Laptop,Incomplete
10531,U632,Meera Kapoor,Australia,Premium,M729,Money Heist,Comedy,TV Show,25,26,2025-10-30,4,Smart TV,Completed
10532,U458,Aarav Gupta,UAE,Premium,M503,Friends,Thriller,Movie,55,64,2025-08-27,1,Smart TV,Incomplete
10533,U845,David Wilson,Canada,Free,M539,The Crown,Adventure,Movie,85,111,2025-10-27,5,Mobile,Incomplete
10534,U878,Ryan Moore,India,Free,M499,Cobra Kai,Sci-Fi,Movie,87,128,2025-08-14,3,Tablet,Incomplete
10535,U201,Benjamin Scott,UAE,Standard,M560,Bridgerton,Drama,TV Show,48,49,2025-10-17,3,Tablet,Completed
10536,U877,Saanvi Jain,Australia,Premium,M694,Breaking Bad,Crime,Movie,101,123,2025-09-27,5,Mobile,Incomplete
10537,U137,Harshit Tiwari,UAE,Premium,M259,Black Mirror,Adventure,TV Show,47,52,2025-09-13,2,Laptop,Completed
10538,U385,Aisha Khan,UAE,Premium,M647,Vikings,Comedy,Movie,77,78,2025-10-29,4,Mobile,Completed
10539,U979,Aarav Gupta,Australia,Free,M140,The 100,Crime,TV Show,21,27,2025-10-08,1,Mobile,Incomplete
10540,U794,Ryan Moore,Canada,Premium,M698,Inception,Romance,Movie,88,109,2025-08-25,1,Laptop,Incomplete
10541,U836,Neha Verma,India,Standard,M779,The Crown,Action,Movie,97,102,2025-10-08,5,Tablet,Completed
10542,U182,Benjamin Scott,Australia,Standard,M437,Vikings,Comedy,Movie,40,42,2025-10-08,1,Smart TV,Completed
10543,U945,Yash Garg,UK,Standard,M882,Avatar,Sci-Fi,Movie,52,55,2025-08-17,1,Smart TV,Completed
10544,U297,Arnav Joshi,Canada,Free,M401,The Office,Adventure,TV Show,29,29,2025-10-12,4,Smart TV,Completed
10545,U864,Harshit Tiwari,UK,Premium,M425,House of the Dragon,Comedy,Movie,51,95,2025-08-08,5,Laptop,Incomplete
10546,U842,Arjun Mehra,UAE,Premium,M164,House of the Dragon,Adventure,TV Show,14,22,2025-10-19,3,Smart TV,Incomplete
10547,U530,Noah Clark,Canada,Standard,M603,Spider-Man: No Way Home,Comedy,TV Show,35,46,2025-08-20,1,Smart TV,Incomplete
10548,U858,Meera Kapoor,Japan,Standard,M392,Squid Game,Action,Movie,144,151,2025-10-11,2,Laptop,Completed
10549,U809,Jack Anderson,UAE,Standard,M111,The Mandalorian,Romance,TV Show,27,38,2025-10-20,5,Laptop,Incomplete
10550,U662,Isabella Thomas,UAE,Free,M111,Money Heist,Comedy,Movie,35,43,2025-09-27,4,Tablet,Incomplete
10551,U889,Ella Turner,India,Standard,M464,Sacred Games,Romance,Movie,35,45,2025-10-26,1,Smart TV,Incomplete
10552,U928,Sophia Hall,Australia,Premium,M136,Lucifer,Action,TV Show,51,52,2025-09-09,2,Smart TV,Completed
10553,U662,Ethan Davis,UAE,Free,M209,Cobra Kai,Adventure,TV Show,26,50,2025-09-27,4,Smart TV,Incomplete
10554,U689,Meera Kapoor,UAE,Standard,M200,Reacher,Comedy,Movie,31,52,2025-08-28,5,Smart TV,Incomplete
10555,U632,Ethan Davis,India,Premium,M730,Game of Thrones,Crime,Movie,134,148,2025-08-18,3,Mobile,Completed
10556,U539,Arnav Joshi,Australia,Free,M611,Mirzapur,Romance,Movie,64,92,2025-10-20,3,Mobile,Incomplete
10557,U902,Ethan Davis,UK,Premium,M123,Peaky Blinders,Thriller,TV Show,28,38,2025-10-13,4,Tablet,Incomplete
10558,U295,Arjun Mehra,India,Premium,M915,Breaking Bad,Crime,Movie,32,54,2025-08-12,4,Laptop,Incomplete
10559,U297,Jack Anderson,UAE,Standard,M263,Wednesday,Thriller,Movie,69,79,2025-09-22,4,Tablet,Incomplete
10560,U331,Meera Kapoor,Canada,Standard,M374,Friends,Comedy,Movie,136,151,2025-10-24,3,Smart TV,Completed
10561,U183,Lucas Green,UK,Free,M364,Stranger Things,Action,TV Show,23,45,2025-08-31,1,Smart TV,Incomplete
10562,U590,Aisha Khan,UAE,Free,M644,Reacher,Crime,Movie,111,172,2025-09-01,3,Smart TV,Incomplete
10563,U796,Lily Martin,Japan,Standard,M472,The Witcher,Action,TV Show,37,43,2025-08-01,1,Tablet,Incomplete
10564,U906,Aarav Gupta,India,Standard,M924,Interstellar,Romance,Movie,56,92,2025-09-29,5,Laptop,Incomplete
10565,U488,Oliver Brown,Australia,Standard,M787,Black Mirror,Sci-Fi,Movie,74,116,2025-09-01,5,Mobile,Incomplete
10566,U406,Isabella Thomas,Japan,Free,M563,Friends,Adventure,TV Show,22,26,2025-10-25,4,Tablet,Incomplete
10567,U950,Meera Kapoor,USA,Free,M497,Sacred Games,Fantasy,TV Show,31,57,2025-09-22,3,Tablet,Incomplete
10568,U983,Diya Reddy,Japan,Premium,M212,The Office,Thriller,Movie,103,105,2025-08-15,4,Laptop,Completed
10569,U626,Rohan Singh,Japan,Premium,M270,The Crown,Drama,Movie,97,119,2025-09-14,5,Tablet,Incomplete
10570,U116,Harshit Tiwari,India,Premium,M734,Money Heist,Crime,Movie,32,33,2025-08-20,5,Mobile,Completed
10571,U217,Jack Anderson,UAE,Free,M225,Dune,Adventure,Movie,143,161,2025-08-28,2,Laptop,Incomplete
10572,U922,Jack Anderson,UK,Standard,M937,Spider-Man: No Way Home,Adventure,TV Show,33,49,2025-08-02,5,Tablet,Incomplete
10573,U834,Jack Anderson,Australia,Premium,M998,Mirzapur,Thriller,TV Show,35,57,2025-10-25,5,Smart TV,Incomplete
10574,U589,Raj Sharma,USA,Free,M424,Sacred Games,Fantasy,TV Show,31,33,2025-09-02,1,Laptop,Completed
10575,U978,Saanvi Jain,Canada,Standard,M158,Dark,Comedy,Movie,71,73,2025-08-15,3,Mobile,Completed
10576,U707,Rohan Singh,Australia,Standard,M416,Black Mirror,Sci-Fi,TV Show,18,36,2025-09-10,2,Mobile,Incomplete
10577,U208,Isabella Thomas,Japan,Standard,M451,Cobra Kai,Comedy,Movie,46,87,2025-09-16,2,Laptop,Incomplete
10578,U622,Rohan Singh,UAE,Standard,M673,Spider-Man: No Way Home,Comedy,TV Show,27,31,2025-10-21,2,Tablet,Incomplete
10579,U841,Saanvi Jain,Australia,Premium,M643,Reacher,Sci-Fi,TV Show,26,49,2025-08-04,3,Laptop,Incomplete
10580,U387,Ella Turner,India,Standard,M486,Cobra Kai,Romance,TV Show,27,41,2025-10-29,3,Laptop,Incomplete
10581,U411,Priya Nair,Japan,Standard,M661,The Flash,Action,TV Show,29,52,2025-10-06,3,Laptop,Incomplete
10582,U548,Lucas Green,Japan,Standard,M384,Squid Game,Crime,Movie,75,101,2025-10-23,4,Tablet,Incomplete
10583,U429,Priya Nair,Japan,Premium,M775,Jawan,Comedy,Movie,114,160,2025-09-24,5,Tablet,Incomplete
10584,U620,Charlotte Adams,India,Free,M158,Inception,Sci-Fi,TV Show,37,54,2025-09-06,1,Mobile,Incomplete
10585,U836,Arnav Joshi,Japan,Standard,M504,Inception,Action,Movie,37,72,2025-09-22,5,Tablet,Incomplete
10586,U158,Priya Nair,Australia,Free,M275,The Witcher,Adventure,Movie,94,98,2025-10-21,4,Mobile,Completed
10587,U289,Diya Reddy,USA,Premium,M673,Friends,Sci-Fi,Movie,40,81,2025-09-27,4,Smart TV,Incomplete
10588,U191,Priya Nair,India,Free,M854,The Crown,Sci-Fi,Movie,106,138,2025-10-09,3,Mobile,Incomplete
10589,U355,Aisha Khan,USA,Standard,M424,Interstellar,Thriller,Movie,26,30,2025-08-15,1,Smart TV,Incomplete
10590,U487,Saanvi Jain,Japan,Premium,M308,Cobra Kai,Fantasy,TV Show,24,37,2025-10-14,5,Laptop,Incomplete
10591,U766,Lily Martin,Canada,Standard,M253,Friends,Adventure,TV Show,35,52,2025-09-23,1,Mobile,Incomplete
10592,U545,Arjun Mehra,Japan,Premium,M797,Narcos,Comedy,Movie,74,115,2025-09-28,3,Mobile,Incomplete
10593,U539,Sophia Hall,UAE,Premium,M125,The Witcher,Sci-Fi,Movie,131,167,2025-09-20,3,Tablet,Incomplete
10594,U157,Benjamin Scott,Canada,Premium,M201,Black Mirror,Fantasy,TV Show,20,21,2025-09-16,2,Mobile,Completed
10595,U527,Meera Kapoor,Canada,Standard,M236,The 100,Action,Movie,93,104,2025-09-24,3,Laptop,Incomplete
10596,U935,Harshit Tiwari,USA,Premium,M298,The Boys,Adventure,Movie,76,129,2025-09-09,4,Laptop,Incomplete
10597,U375,Harshit Tiwari,UK,Free,M150,Lucifer,Sci-Fi,Movie,41,54,2025-08-19,2,Smart TV,Incomplete
10598,U996,Arjun Mehra,India,Standard,M232,Game of Thrones,Sci-Fi,TV Show,29,36,2025-10-27,4,Tablet,Incomplete
10599,U454,Isabella Thomas,UK,Free,M468,Breaking Bad,Action,TV Show,32,41,2025-08-23,3,Tablet,Incomplete
10600,U746,Aisha Khan,UK,Free,M782,Jawan,Crime,Movie,140,180,2025-09-18,5,Smart TV,Incomplete
10601,U649,Ryan Moore,Canada,Premium,M151,Narcos,Crime,TV Show,19,35,2025-10-26,5,Smart TV,Incomplete
10602,U818,Ella Turner,India,Free,M496,Sacred Games,Thriller,Movie,118,119,2025-08-30,1,Tablet,Completed
10603,U416,Noah Clark,UAE,Premium,M765,The 100,Romance,Movie,55,91,2025-10-07,1,Mobile,Incomplete
10604,U337,Yash Garg,USA,Free,M677,Money Heist,Drama,Movie,100,140,2025-10-08,3,Laptop,Incomplete
10605,U913,Oliver Brown,UK,Premium,M710,Sacred Games,Thriller,TV Show,55,55,2025-08-31,3,Mobile,Completed
10606,U239,Lucas Green,Japan,Free,M167,Avatar,Comedy,Movie,22,43,2025-10-15,4,Mobile,Incomplete
10607,U643,Ryan Moore,UAE,Free,M714,Game of Thrones,Drama,Movie,32,47,2025-08-30,3,Laptop,Incomplete
10608,U963,Jack Anderson,Canada,Premium,M371,Extraction,Sci-Fi,TV Show,17,27,2025-10-20,4,Laptop,Incomplete
10609,U710,Priya Nair,UK,Standard,M271,Squid Game,Romance,TV Show,47,48,2025-10-26,3,Laptop,Completed
10610,U799,Oliver Brown,India,Free,M391,Lucifer,Crime,TV Show,43,59,2025-08-16,1,Smart TV,Incomplete
10611,U253,Ryan Moore,UK,Standard,M619,The Crown,Romance,TV Show,22,30,2025-10-02,4,Smart TV,Incomplete
10612,U138,Aisha Khan,USA,Free,M435,The Witcher,Fantasy,TV Show,21,24,2025-08-09,2,Laptop,Incomplete
10613,U469,Ryan Moore,UK,Free,M285,The 100,Adventure,TV Show,33,39,2025-10-24,1,Smart TV,Incomplete
10614,U688,Oliver Brown,Canada,Premium,M600,Loki,Crime,TV Show,29,35,2025-08-03,4,Laptop,Incomplete
10615,U375,Priya Nair,Japan,Standard,M966,Lucifer,Crime,Movie,102,109,2025-10-14,3,Smart TV,Completed
10616,U704,Lucas Green,Australia,Free,M663,The Flash,Comedy,Movie,30,46,2025-09-09,3,Tablet,Incomplete
10617,U694,Saanvi Jain,UAE,Free,M104,The Office,Crime,Movie,35,45,2025-09-27,3,Laptop,Incomplete
10618,U197,Rohan Singh,Japan,Premium,M507,Dune,Fantasy,TV Show,28,33,2025-08-03,4,Smart TV,Incomplete
10619,U103,Ryan Moore,USA,Standard,M690,Loki,Crime,Movie,51,52,2025-10-28,1,Mobile,Completed
10620,U578,Harshit Tiwari,USA,Premium,M318,Bridgerton,Fantasy,TV Show,20,34,2025-08-27,4,Mobile,Incomplete
10621,U631,Arjun Mehra,Canada,Standard,M638,Vikings,Fantasy,Movie,26,46,2025-09-16,5,Mobile,Incomplete
10622,U434,Isabella Thomas,UAE,Standard,M314,Interstellar,Sci-Fi,TV Show,34,36,2025-09-14,1,Laptop,Completed
10623,U593,Noah Clark,USA,Free,M163,The Crown,Crime,Movie,129,179,2025-10-18,5,Tablet,Incomplete
10624,U555,Saanvi Jain,USA,Premium,M586,The Flash,Romance,Movie,84,154,2025-10-04,1,Smart TV,Incomplete
10625,U370,Saanvi Jain,USA,Premium,M212,The Office,Action,Movie,135,143,2025-08-21,3,Mobile,Completed
10626,U442,Arnav Joshi,Canada,Free,M542,Money Heist,Romance,Movie,94,174,2025-10-24,1,Tablet,Incomplete
10627,U675,Isabella Thomas,UK,Free,M373,Game of Thrones,Thriller,TV Show,16,31,2025-09-09,4,Laptop,Incomplete
10628,U715,Neha Verma,UAE,Standard,M854,Squid Game,Comedy,Movie,62,64,2025-08-31,1,Laptop,Completed
10629,U320,Ella Turner,UAE,Free,M863,Lucifer,Adventure,Movie,25,51,2025-08-20,2,Mobile,Incomplete
10630,U100,Priya Nair,Japan,Free,M882,Lucifer,Adventure,Movie,134,144,2025-08-16,2,Mobile,Completed
10631,U608,Aisha Khan,India,Free,M647,Interstellar,Romance,Movie,80,148,2025-09-21,4,Mobile,Incomplete
10632,U825,Ella Turner,UK,Premium,M120,Sacred Games,Sci-Fi,TV Show,28,31,2025-08-15,1,Mobile,Completed
10633,U187,David Wilson,Canada,Premium,M332,Cobra Kai,Thriller,Movie,86,164,2025-08-03,5,Mobile,Incomplete
10634,U143,Ava White,India,Free,M318,The Boys,Romance,TV Show,15,27,2025-10-02,2,Smart TV,Incomplete
10635,U295,Diya Reddy,Canada,Standard,M252,Lucifer,Romance,Movie,101,180,2025-08-25,4,Smart TV,Incomplete
10636,U138,Lucas Green,Japan,Premium,M700,Jawan,Action,TV Show,15,26,2025-09-30,1,Laptop,Incomplete
10637,U599,Aisha Khan,Canada,Standard,M181,Peaky Blinders,Sci-Fi,Movie,86,118,2025-10-04,3,Tablet,Incomplete
10638,U312,Charlotte Adams,Canada,Free,M966,Dark,Sci-Fi,Movie,29,46,2025-08-22,1,Laptop,Incomplete
10639,U164,Lucas Green,India,Standard,M995,The Boys,Fantasy,TV Show,42,52,2025-10-30,3,Mobile,Incomplete
10640,U387,Raj Sharma,India,Free,M149,Game of Thrones,Action,TV Show,35,40,2025-09-06,2,Smart TV,Incomplete
10641,U271,Aisha Khan,Japan,Premium,M818,Dune,Thriller,TV Show,34,40,2025-10-16,5,Smart TV,Incomplete
10642,U988,Raj Sharma,UAE,Standard,M118,Lucifer,Romance,TV Show,40,45,2025-10-28,2,Laptop,Incomplete
10643,U925,Lily Martin,Japan,Premium,M625,Vikings,Fantasy,Movie,31,36,2025-08-04,4,Laptop,Incomplete
10644,U370,Aarav Gupta,USA,Free,M396,Money Heist,Romance,Movie,93,152,2025-09-11,1,Tablet,Incomplete
10645,U430,Yash Garg,UK,Premium,M735,Black Mirror,Fantasy,TV Show,40,54,2025-09-27,2,Mobile,Incomplete
10646,U948,Aisha Khan,Canada,Free,M737,Interstellar,Adventure,TV Show,49,60,2025-08-17,3,Tablet,Incomplete
10647,U749,Sophia Hall,UAE,Premium,M691,Cobra Kai,Action,Movie,33,53,2025-10-30,4,Smart TV,Incomplete
10648,U228,Mia Patel,Australia,Free,M240,The 100,Thriller,TV Show,11,21,2025-08-10,3,Mobile,Incomplete
10649,U569,Rohan Singh,Canada,Standard,M169,Avatar,Crime,Movie,70,108,2025-10-08,4,Smart TV,Incomplete
10650,U680,Rohan Singh,UAE,Premium,M502,Sacred Games,Romance,TV Show,36,57,2025-08-23,2,Mobile,Incomplete
10651,U338,Ethan Davis,USA,Standard,M390,Lucifer,Action,Movie,134,170,2025-08-26,4,Laptop,Incomplete
10652,U105,David Wilson,USA,Premium,M800,Interstellar,Thriller,Movie,32,35,2025-08-24,4,Smart TV,Completed
10653,U728,Priya Nair,Canada,Premium,M528,The 100,Action,Movie,123,174,2025-10-20,5,Smart TV,Incomplete
10654,U343,Charlotte Adams,India,Standard,M515,The Witcher,Thriller,Movie,47,89,2025-10-14,2,Laptop,Incomplete
10655,U616,Jack Anderson,Australia,Free,M308,The Crown,Crime,TV Show,36,40,2025-08-19,3,Tablet,Completed
10656,U616,Neha Verma,UK,Premium,M883,Black Mirror,Action,Movie,114,121,2025-10-16,3,Tablet,Completed
10657,U548,Lucas Green,UAE,Premium,M297,Loki,Drama,Movie,103,128,2025-10-05,2,Mobile,Incomplete
10658,U263,Aisha Khan,Canada,Standard,M729,Vikings,Action,TV Show,32,47,2025-08-16,2,Laptop,Incomplete
10659,U703,Oliver Brown,UK,Standard,M716,Spider-Man: No Way Home,Fantasy,Movie,38,50,2025-10-13,5,Tablet,Incomplete
10660,U877,Ryan Moore,UK,Premium,M708,Friends,Comedy,Movie,32,33,2025-09-18,1,Laptop,Completed
